Country,Year,Gender,BMI,Alcohol,Tuberculosis,Life Expectancy at birth,Syphilis,HIV/AIDS,Self-harm,Stroke,Natural disasters,Epilepsy,Parkinson disease,Alzheimer disease and other dementias,Alcohol use disorders,Diabetes mellitus,Other nutritional deficiencies,Preterm birth complications,Road injury
Democratic People's Republic of Korea,2000,Male,22.9,1.4,23.29519238,60.79,0.010835668,0.183999998,1.182137325,11.2334287,0.019299411,0.168710711,0.17642064,0.314179606,0.183275552,0.709666037,0.027988856,2.64740654,3.822034451
Democratic People's Republic of Korea,2000,Female,23,5.81,13.3142323,66.84,0.008743894,0.125000001,1.060570018,17.77853554,0.02093096,0.138915494,0.372659873,1.411511498,0.035805196,1.534713551,0.020106736,2.055578209,1.372965496
Democratic Republic of the Congo,2019,Male,25.05333333,0.46,25.24861798,60,2.272771406,4.712361519,4.60619223,18.42897497,0,1.067724216,0.611856943,1.772064511,0.508119339,8.507104535,0.141870357,19.469521,19.67051484
Democratic Republic of the Congo,2019,Female,25.05333333,1.76,18.51074023,64.82,1.478514852,8.573584818,1.205883324,18.16715942,0,0.658819103,0.422723563,2.775466415,0.126745963,4.395057648,0.2020596,15.19891687,10.58588216
Democratic Republic of the Congo,2015,Male,21.3,0.54,28.54173865,58.25,2.317524949,9.867000109,3.952878174,14.9594476,1.202713432,0.506639875,1.387526322,0,0.434020857,7.314452736,0.154424917,20.59621729,0.918179518
Democratic Republic of the Congo,2015,Female,22.6,2.07,20.57727698,62.73,1.563052536,17.58699986,1.084428047,16.2165831,0.019814353,0.668479906,0.348984069,2.221786638,0.115104609,3.84474626,0.212306741,16.21888647,9.174577991
Democratic Republic of the Congo,2010,Male,21,0.61,20.65961664,55.65,1.54459983,12.17200001,3.593276276,15.63379875,0.02633781,0.870721642,0.438065217,1.117518957,0.420471054,6.709534015,0.17773835,19.98825439,14.7737335
Democratic Republic of the Congo,2010,Female,22.1,2.33,14.89463086,59.42,1.073501444,24.96800034,1.046852005,15.57034858,0.017192163,0.598523132,0.303378077,1.849971333,0.111641424,3.617243483,0.23827665,15.78698682,8.484027733
Democratic Republic of the Congo,2000,Male,20.3,0.44,16.73374634,50.46,1.369930732,16.82500013,2.918378174,12.37623716,0,0.668062519,0.320878916,0.735670355,0.342583073,5.382109496,0.222303998,18.52082068,11.03651175
Democratic Republic of the Congo,2000,Female,21.1,1.65,12.06425946,54.49,0.973964586,27.42800026,0.779559452,11.78599865,0,0.434377468,0.212504912,1.247556833,0.088546821,2.678354312,0.258272471,14.82149573,6.913490784
Denmark,2019,Male,25.05333333,15.58,0.011039138,79.59,0.000321894,0.018425584,0.42858184,1.643894363,0,0.072609991,0.339016746,1.822489903,0.452027679,0.737302275,0.008714402,0.067667884,0.152694612
Denmark,2019,Female,25.05333333,4.8,0.004462648,83.02,5.01E-07,0.004116899,0.188753284,2.018406705,0,0.052414196,0.261006751,3.395055821,0.146366274,0.546538631,0.007043367,0.048784045,0.060768691
Denmark,2015,Male,26.1,15.95,0.01062448,78.8,0.001177585,0.009438485,0.415477448,3.134933723,0.018890388,0.277472715,1.39837107,0,0.584187164,0.672654944,0.007815077,0.055018203,0.000494186
Denmark,2015,Female,24.4,4.9,0.006377646,82.35,6.06E-07,0.00429806,0.206262601,2.264378651,0,0.042475309,0.222146883,2.704797035,0.164040454,0.565383781,0.012454192,0.049694744,0.049295225
Denmark,2010,Male,26.1,16.94,0.022859204,77.2,1.40E-06,0.022870233,0.453530926,1.904507326,0,0.09019661,0.208150237,1.066236623,0.603894783,0.660897205,0.012106626,0.062177061,0.184803051
Denmark,2010,Female,24.4,5.22,0.012848693,81.1,1.24E-06,0.008561325,0.201790225,2.503207876,0,0.044002839,0.163987092,2.309255558,0.159472141,0.508436555,0.020090865,0.051461798,0.092196949
Denmark,2000,Male,25.5,20.01,0.0239192,74.66,0.002079616,0.025452729,0.598024743,2.160644476,0,0.037415739,0.18714594,0.459581219,0.401501207,0.691407013,0.018980375,0.057696064,0.348757334
Denmark,2000,Female,24.3,6.3,0.015831399,79.13,1.82E-06,0.005115869,0.23616148,3.209827266,0,0.027689448,0.145407011,0.946833136,0.109999884,0.635434634,0.047582071,0.04237558,0.164242667
Dijibouti,2019,Male,25.05333333,0.093,0.147905169,64.1,0.008164926,0.179999999,0.064522875,0.352249702,0,0.015786155,0.013315179,0.036147081,0.011693705,0.163254275,0.004194215,0.13935053,0.169698004
Dijibouti,2019,Female,25.05333333,0.6,0.094810262,67.78,0.00466977,0.168321663,0.02930926,0.327405272,0,0.010092961,0.009356206,0.054070154,0.002933786,0.121012819,0.004370617,0.112032167,0.059083152
Dijibouti,2015,Male,23.4,0.12,0.211791924,62.84,0.007966948,0.284000003,0.056187531,0.338920327,0.020021265,0.011107285,0.028634022,0,0.009764627,0.137934333,0.003888171,0.157976227,0.00592638
Dijibouti,2015,Female,24.6,0.78,0.135762988,66.62,0.004596647,0.308000003,0.026264167,0.283622193,0,0.009220686,0.007618591,0.042949911,0.00253366,0.101258539,0.005135415,0.125622344,0.056029733
Dijibouti,2010,Male,23.2,0.17,0.248947149,60.63,0.007814157,0.377999994,0.04705219,0.267695284,0,0.012433144,0.009076886,0.022402081,0.008032707,0.112066458,0.004886196,0.176277122,0.174535173
Dijibouti,2010,Female,24.4,1.07,0.159580252,63.26,0.004911065,0.440000012,0.021976039,0.237086569,0,0.008000226,0.006120339,0.03448908,0.00200441,0.081304181,0.004346476,0.142668878,0.062464827
Dijibouti,2000,Male,22.9,0.42,0.195260733,57.87,0.008986209,0.283999996,0.034571334,0.197139972,0,0.009869784,0.005416503,0.013292256,0.005422225,0.06986021,0.008012307,0.202973925,0.137769086
Dijibouti,2000,Female,24.1,2.6,0.125166156,61.96,0.006143584,0.302999995,0.016834697,0.183653109,0,0.006530552,0.003894517,0.021550474,0.001384516,0.054540678,0.005401307,0.16573271,0.059230913
Dominican Republic,2019,Male,25.05333333,10.62,0.184194222,69.76,0.043290066,1.018047782,0.430699474,4.05566592,0,0.09707037,0.263513438,0.740586462,0.112506457,1.366934208,0.024194523,0.861164665,5.934537542
Dominican Republic,2019,Female,25.05333333,2.8,0.057814948,76.19,0.027018357,0.912897207,0.098858624,3.826634953,0,0.061217242,0.182825193,1.067145314,0.007861536,1.395208889,0.009199331,0.671168819,1.002365256
Dominican Republic,2015,Male,25.5,10.19,0.275602819,68.62,0.035926282,1.467,0.534312577,8.442487064,0.163749533,0.253663206,0.641808943,0,0.123326998,1.385755195,0.024203465,0.957342117,0.010926937
Dominican Republic,2015,Female,27.3,2.67,0.118998414,75.2,0.021554355,1.18800001,0.120422048,3.526329503,0.000754362,0.065754375,0.15984023,0.850036247,0.008211303,1.296561809,0.008207894,0.747137573,0.5190985
Dominican Republic,2010,Male,25.1,2.53,0.47618102,70.43,0.031125329,2.186000048,0.375765431,2.805836174,0.005487473,0.072583084,0.173667745,0.514234246,0.071794159,0.843462816,0.012664923,0.996523701,2.233323273
Dominican Republic,2010,Female,26.7,9.72,0.20560307,76.14,0.021084618,1.649000011,0.081482372,2.393624631,0.003340296,0.045177696,0.111005789,0.639697459,0.005339228,0.897531593,0.004428221,0.781915226,0.465676666
Dominican Republic,2000,Male,24.3,11.37,0.6239666,70.22,0.026114313,2.865000075,0.276802926,1.733511853,0.001808469,0.056158845,0.094351469,0.2966805,0.062374756,0.515888508,0.008042538,1.211297516,2.038957787
Dominican Republic,2000,Female,25.5,2.91,0.269413187,76.66,0.018063261,2.711000017,0.056265635,1.170892099,0.001105111,0.034912604,0.044288319,0.351112785,0.003690586,0.477681549,0.001643755,0.960031605,0.454042217
Ecuador,2019,Male,25.05333333,1.56,0.424738456,76.41,0.048286594,0.451,1.010706764,2.650594338,0.008569479,0.164037298,0.38529213,1.147990665,0.257318964,1.989654417,0.05242055,0.664522797,2.707999135
Ecuador,2019,Female,25.05333333,5.01,0.149004956,80.5,0.036665889,0.158345788,0.315565402,2.778510214,0.00538298,0.108580884,0.272690662,1.4168246,0.022684346,2.331520173,0.059523091,0.507310074,0.782317238
Ecuador,2015,Male,26.5,1.86,0.452708102,74.92,0.0525778,1.029,1.077602531,4.892382446,0.15768419,0.351619518,1.001742593,0,0.250185122,1.836953908,0.051058619,0.675714676,0.029474335
Ecuador,2015,Female,27.7,5.94,0.15881715,79.5,0.040633029,0.177999996,0.346827275,2.611928322,0.017298952,0.111421525,0.25570171,1.279786702,0.022695467,2.221725174,0.058504214,0.508388321,0.803357283
Ecuador,2010,Male,25.9,2.06,0.549020789,72.31,0.056571851,0.806,1.074022106,2.27873856,0.027928581,0.186419433,0.319574265,0.893912924,0.345486362,1.675517603,0.058789656,0.83744735,2.921870974
Ecuador,2010,Female,27.1,6.61,0.192605159,77.86,0.043396447,0.329000004,0.415135633,2.429306002,0.017356709,0.122857416,0.223949569,1.093198844,0.033362777,2.09185694,0.064282025,0.629066849,0.760128996
Ecuador,2000,Male,24.8,2.08,1.139877709,71.91,0.064429334,1.09400001,0.541034576,1.785095183,0.051325609,0.184155844,0.17578068,0.620142047,0.356218666,0.99144514,0.034882537,1.287005539,1.317006491
Ecuador,2000,Female,25.9,6.66,0.39988708,77.27,0.050386926,0.421999989,0.268252192,1.921330694,0.031834876,0.129743289,0.122434045,0.77656824,0.039639408,1.336725894,0.042725178,0.954586159,0.395993475
Egypt,2019,Male,25.05333333,0.037,0.308661795,69.59,0.08324629,0.258000001,2.027147398,22.04508576,0,0.286310968,1.252748173,3.448735129,0.122597976,9.309777992,0.102147681,6.239585205,7.348567989
Egypt,2019,Female,25.05333333,0.24,0.123083971,74.14,0.076060342,0.138982688,0.99480402,21.79389407,0,0.164513914,1.138354202,3.52616633,0.018674607,9.821198272,0.086091128,5.151706818,2.792052464
Egypt,2015,Male,27.7,0.047,0.284231798,68.22,0.079580795,0.203,2.034662851,94.45172058,0.748969748,1.176567476,3.255860727,0,0.12346627,8.702300892,0.100808802,7.388219269,0.163862534
Egypt,2015,Female,31.2,0.3,0.113342107,72.89,0.072643584,0.100000002,0.992965279,22.42542762,0.015948826,0.158012683,1.093014597,3.135607756,0.018767204,9.54019063,0.087093377,6.080403503,2.960698349
Egypt,2010,Male,27.2,0.054,0.426123746,67.82,0.054346104,0.133,1.731557159,19.5587725,0.038485921,0.267055573,0.942070795,2.501338516,0.108886168,6.705656238,0.08411579,8.393249237,8.171456959
Egypt,2010,Female,30.4,0.34,0.169923854,72.69,0.044817009,0.074106637,0.92737397,18.88142879,0.023553782,0.151076092,0.867393621,2.693174981,0.017043676,7.463822658,0.078197021,6.933053772,3.156542879
Egypt,2000,Male,26.4,0.037,0.743337677,67.29,0.074048502,0.06,1.299573742,15.10430165,0.001260317,0.225708764,0.663195399,1.827961511,0.087543241,4.151057749,0.071542851,10.41257971,5.465728184
Egypt,2000,Female,28.9,0.24,0.296418128,72.42,0.048589922,0.024,0.801894421,13.57877377,0.000776487,0.13570204,0.578297309,2.062466778,0.0137149,4.592859118,0.060952902,8.776612244,2.268271805
El Salvador,2019,Male,25.05333333,1.75,0.037308113,70.58,0.006978636,0.633999999,0.317409948,0.759139598,0,0.031522071,0.042055447,0.152838382,0.623614632,0.456891649,0.001695445,0.180428219,1.035446042
El Salvador,2019,Female,25.05333333,6.91,0.022742281,79.13,0.007198185,0.208156436,0.073106005,0.836123265,0,0.018952353,0.027664826,0.167029161,0.024695898,0.928469664,0.000357627,0.136595079,0.311543183
El Salvador,2015,Male,26.8,1.54,0.038380157,68.12,0.007384574,0.622,0.365752734,3.481806772,0.200509974,0.04716311,0.136114343,0,0.756388073,0.360881731,0.005100159,0.212702433,0.010697173
El Salvador,2015,Female,28.2,6.05,0.023395779,78.02,0.007094324,0.114815167,0.073399869,0.756636878,0.005559382,0.027403291,0.028636695,0.150039374,0.021100925,0.697790524,0.000974958,0.161894037,0.266762986
El Salvador,2010,Male,26.4,1.43,0.063599556,70.62,0.008018146,0.375,0.307213845,0.619958441,0.013250376,0.032339994,0.037312662,0.12490717,0.562040997,0.310548262,5.82E-05,0.259412367,1.068983533
El Salvador,2010,Female,27.6,5.59,0.038769022,78.04,0.009333376,0.134285615,0.071080989,0.662216137,0.009316801,0.022335756,0.018416393,0.158217127,0.014895954,0.700118545,5.83E-05,0.197723385,0.311016474
El Salvador,2000,Male,25.5,1.63,0.104149891,68.39,0.01472503,0.484000014,0.25892317,0.589496224,0.004812485,0.030190311,0.005533113,0.109047717,0.771500008,0.195397107,5.50E-05,0.4921022,1.717832077
El Salvador,2000,Female,26.4,6.45,0.063487698,76.48,0.01700431,0.197652224,0.103355775,0.617086329,0.00329271,0.022745508,0.004260195,0.121293542,0.031246496,0.315590769,5.93E-05,0.380114485,0.396167929
Equatorial Guinea,2019,Male,25.05333333,3.12,0.184134902,60.87,0.079657295,1.363000028,0.071177151,0.200089869,0,0.015092743,0.010290414,0.023453091,0.007327431,0.168685054,0.000685039,0.256387409,0.269134032
Equatorial Guinea,2019,Female,25.05333333,9.63,0.136727558,63.58,0.05420171,0.475388261,0.035961353,0.237018287,0,0.017193638,0.007314031,0.032028583,0.004568032,0.130478461,0.002259585,0.200488197,0.099345781
Equatorial Guinea,2015,Male,22.3,12.74,0.100560105,60.28,0.066904611,1.026000001,0.076986325,0.188340921,0.014216343,0.009427616,0.021121944,0,0.007968284,0.162036995,0.000710167,0.252237638,0.011818982
Equatorial Guinea,2015,Female,25.8,4.19,0.074669916,61.83,0.045743524,0.471000004,0.037293387,0.231432598,0,0.017857217,0.006585013,0.027964274,0.004700014,0.124617866,0.002520206,0.197656845,0.081004829
Equatorial Guinea,2010,Male,22,13.02,0.08042012,59.75,0.057973525,0.621000003,0.064969496,0.174431901,0,0.014992036,0.007903972,0.018806126,0.006587661,0.129745735,0.000718697,0.242806517,0.127654512
Equatorial Guinea,2010,Female,25.2,4.37,0.059715166,59.12,0.039724603,0.675000005,0.029713079,0.207243943,0,0.014632021,0.00580356,0.025202892,0.003342944,0.10373276,0.002334691,0.192384388,0.068345488
Equatorial Guinea,2000,Male,21.4,11.12,0.02202893,52.37,0.027171115,0.317999996,0.061119438,0.220264191,0,0.013885897,0.006478066,0.014431079,0.005907261,0.098680423,0.002033237,0.234263008,0.082668234
Equatorial Guinea,2000,Female,24,3.33,0.016357364,56.49,0.019610613,0.323999996,0.015519256,0.183316763,0,0.00831546,0.00368102,0.018380373,0.001670176,0.056223932,0.003081756,0.189432854,0.051331766
Eritrea,2019,Male,25.05333333,0.73,0.288116479,61.3,0.022913398,0.159999998,0.29072854,1.27646855,0,0.056937223,0.046762906,0.108372498,0.034822016,0.491284469,0.013845313,0.312575432,0.960686928
Eritrea,2019,Female,25.05333333,3.52,0.255328882,67.07,0.011885637,0.147529411,0.09097209,1.287549053,0,0.024549079,0.038015113,0.201386896,0.010663649,0.453152147,0.022047304,0.21849416,0.365480997
Eritrea,2015,Male,20.2,0.78,0.319742507,59.4,0.01763333,0.166000001,0.297645778,1.20357551,0.081771389,0.042488004,0.089644491,0,0.03440086,0.476003432,0.016058023,0.330611443,0.012323776
Eritrea,2015,Female,21.1,3.74,0.28335586,65.45,0.008499857,0.191000001,0.091709074,1.21353269,0,0.024249767,0.032679742,0.162872132,0.009973161,0.422864719,0.022628228,0.228417618,0.332564332
Eritrea,2010,Male,20.3,0.81,0.398453442,57.78,0.02224299,0.304999997,0.309587735,1.280559125,0,0.061537055,0.037882611,0.071355849,0.03510898,0.462484641,0.020510304,0.403911621,0.802458177
Eritrea,2010,Female,20.8,3.78,0.353109507,63.97,0.011395878,0.376000001,0.094162442,1.10783457,0,0.025744468,0.026750051,0.125108815,0.009030084,0.384978883,0.02473262,0.283614399,0.275541838
Eritrea,2000,Male,20.2,0.7,0.080759512,51.16,0.02268144,0.63,0.261770677,1.180328036,0,0.04796885,0.0270694,0.043075285,0.032535074,0.402740992,0.034672546,0.374072296,0.537169172
Eritrea,2000,Female,20.1,3.33,0.083190173,58.48,0.008159704,0.609000006,0.069633709,0.859389365,0,0.018870116,0.016950721,0.070863135,0.006177165,0.281507084,0.030784304,0.259835716,0.180830818
Estonia,2019,Male,25.05333333,17.35,0.009358454,74.7,4.21E-09,0.030233343,0.152222298,0.474652489,0,0.034313076,0.041495156,0.081244229,0.117177346,0.063022435,0.001010967,0.003767972,0.040953166
Estonia,2019,Female,25.05333333,5.06,0.007095098,82.6,0.001000264,0.010054495,0.045180823,0.64132638,0,0.010189646,0.040465491,0.148180781,0.031209355,0.08305004,0,0.003002076,0.018224916
Estonia,2015,Male,26.8,23.4,0.016700267,73.03,0.001001597,0.034485063,0.171464707,1.601618454,0.014870518,0.028718576,0.053355078,0,0.151646411,0.036066232,0.003198836,0.005019013,0.001110678
Estonia,2015,Female,25.8,6.85,0.005188295,81.71,0,0.011467686,0.037530197,0.514400936,0,0.011199573,0.046023672,0.089191466,0.029533406,0.048836709,0.002055278,0.003621664,0.033823449
Estonia,2010,Male,26.5,21.32,0.036015644,70.86,0.001013225,0.033210487,0.203078873,0.509871963,0,0.028724418,0.020290695,0.041592455,0.146420125,0.049307563,0,0.001907384,0.065498082
Estonia,2010,Female,25.7,6.24,0.006135612,80.45,0.001056639,0.010011354,0.047241016,0.866452994,0,0.009664657,0.027523138,0.086764107,0.049241917,0.058622485,0.001033286,0.00147668,0.024501918
Estonia,2000,Male,25.6,17.05,0.086942209,65.6,9.43E-08,0.003129209,0.312912767,1.164096028,0.000555832,0.044145892,0.006305201,0.013634079,0.242454465,0.042690743,0.00103188,0.012803336,0.18250815
Estonia,2000,Female,25.2,4.7,0.022263652,76.17,6.12E-08,0,0.094070054,1.926747459,0.000450975,0.005088736,0.014458873,0.029593826,0.065019724,0.060010754,0.00116005,0.009491772,0.064491853
Eswatini,2019,Male,25.05333333,14.78,0.149410425,53.36,0.010388266,0.985000001,0.310158482,0.402955643,0,0.036741943,0.011737322,0.018554898,0.014268701,0.506066913,0.000965005,0.13073229,0.307222232
Eswatini,2019,Female,25.05333333,3.26,0.106395068,63.18,0.007031828,1.328654899,0.027390514,0.397494443,0,0.008949993,0.012115833,0.058009466,0.001767444,0.385907091,0.001405616,0.102275473,0.07706148
Eswatini,2015,Male,24.4,14.58,0.224224332,50.25,0.012423702,1.270000009,0.33294635,0.4300283,0.041205713,0.010630914,0.015699453,0,0.014114888,0.479710611,0.000999084,0.147239214,0.014556958
Eswatini,2015,Female,28.8,3.22,0.159397803,58.71,0.008558162,1.632000014,0.054214687,0.425582922,0,0.013648152,0.01138446,0.051208298,0.002645438,0.415541461,0.001737907,0.115514912,0.072172245
Eswatini,2010,Male,24,13.22,0.347669514,44.86,0.011465132,2.172,0.395180588,0.463020738,0,0.043326331,0.010383349,0.014148759,0.017406251,0.519361068,0.001270049,0.152936821,0.251067936
Eswatini,2010,Female,28.4,2.85,0.247575234,50.76,0.008080466,2.360999997,0.141351646,0.510024934,0,0.027826681,0.010205828,0.040220947,0.005203717,0.506281888,0.002866362,0.120276463,0.069170686
Eswatini,2000,Male,23.1,13.54,0.387616864,44.81,0.013836462,2.568405224,0.192513926,0.317481323,0,0.025479072,0.007309135,0.011988565,0.010100551,0.30691758,0.001058241,0.151833033,0.233318397
Eswatini,2000,Female,27.4,2.99,0.276083632,49.44,0.009656845,2.780691562,0.093511564,0.327532924,0,0.021811992,0.005179116,0.021688118,0.00323362,0.268487029,0.002526972,0.118032516,0.066904496
Ethiopia,2019,Male,25.05333333,0.78,11.78348084,66.9,1.035268609,4.971000034,4.321577698,19.3296502,0,1.100294609,0.945640343,3.381802109,0.589502333,9.313059118,0.136826528,16.2679884,22.51263709
Ethiopia,2019,Female,25.05333333,3.66,9.671605164,70.52,0.663944749,6.500422361,1.70867543,20.03192896,0,0.524698532,0.632150693,4.875718759,0.160150098,6.944576019,0.320140817,11.75248511,9.051592731
Ethiopia,2015,Male,20,0.57,14.56916895,65.04,0.878986528,6.16099998,3.965981705,16.95708327,2.006880295,0.81434117,2.828120588,0,0.530759975,8.244866177,0.149883781,17.38229932,0.193010948
Ethiopia,2015,Female,21,2.66,11.95803287,68.64,0.575056455,8.411000101,1.596662628,17.99395192,0,0.490388454,0.522319201,3.952504354,0.140494586,6.103376171,0.316333829,12.5314436,7.646444267
Ethiopia,2010,Male,20,0.52,17.17392294,61.33,1.02095288,10.54899992,4.250821091,17.51777831,0.011951804,1.069921158,0.718872898,2.362678923,0.534269312,7.724381113,0.214987152,17.4444928,14.04073022
Ethiopia,2010,Female,20.7,2.45,14.09595392,64.55,0.694644731,13.11300013,1.93021846,16.26043039,0.007692541,0.561690437,0.442251813,3.168558187,0.144020381,5.850387838,0.38199193,12.66910889,6.382269739
Ethiopia,2000,Male,19.7,0.25,30.90423804,49.52,1.50132193,31.14800032,4.383415527,18.54075665,0.043559433,1.161288391,0.577135052,1.572141124,0.53407526,7.560050519,0.727605465,21.62658789,10.82574982
Ethiopia,2000,Female,20,1.19,25.36547607,51.7,1.044045602,36.2270002,2.02407074,15.90590977,0.028334711,0.638553616,0.346290648,1.804738394,0.134698869,5.952893192,0.939379475,16.01664453,5.474249939
Fiji,2019,Male,25.05333333,1.23,0.024356359,65.93,0.006128011,0.025,0.054933988,0.274840234,0,0.010678187,0.023299676,0.023892211,0.001582883,0.802776273,0.000138672,0.048188383,0.087773402
Fiji,2019,Female,25.05333333,6.08,0.014802619,70.28,0.004941397,0.005,0.024806293,0.307830601,0,0.005642893,0.01700689,0.038988441,0.000151892,0.825310885,0.00013607,0.037736598,0.032502158
Fiji,2015,Male,26.5,1.21,0.021265072,65.77,0.005740796,0.017,0.057176109,0.940467148,0.007055764,0.020092434,0.02043846,0,0.001551506,0.729427143,0.000127546,0.045834339,0.00395626
Fiji,2015,Female,28.7,5.92,0.012923884,70.08,0.004675619,0.005,0.024367721,0.275158086,0,0.005562471,0.014468328,0.031957868,0.000142578,0.750996618,0.000125826,0.036054508,0.024302248
Fiji,2010,Male,26,1.1,0.015481448,65.86,0.005955802,0.009,0.056703341,0.238848427,0.001245666,0.010972833,0.019423289,0.019312092,0.001499727,0.68922692,0.000131357,0.043918704,0.061490892
Fiji,2010,Female,28.3,5.34,0.009408876,69.52,0.004810856,0,0.026171803,0.270449967,0.000723743,0.005898053,0.013855992,0.029193335,0.000152384,0.74183748,0.000141654,0.034668532,0.022509107
Fiji,2000,Male,25.1,1.14,0.009539714,63.69,0.005589897,0.003,0.054628331,0.255789538,0.002471085,0.010382424,0.016385038,0.012984179,0.001307325,0.499976584,0.000160171,0.043085344,0.057331557
Fiji,2000,Female,27.4,5.42,0.005797778,68.43,0.00398798,0,0.03109798,0.248889087,0.001468372,0.005965245,0.010222973,0.020661151,0.000151926,0.515370525,0.000112871,0.034063095,0.021668441
Finland,2019,Male,25.05333333,16.56,0.017049997,79.16,0.00035191,0.003963753,0.633303751,1.772260415,0,0.051247124,0.472869864,3.68794339,0.361001186,0.250322822,0.003076505,0.014504232,0.160491478
Finland,2019,Female,25.05333333,4.99,0.014965642,84.04,3.43E-07,0.001598539,0.212818387,2.342716871,0,0.052887385,0.379984813,7.432301924,0.103359897,0.167465745,0.001545167,0.01166709,0.054508521
Finland,2015,Male,26.4,17.07,0.016139418,78.53,1.86E-07,0,0.584449519,5.671072224,0.030378285,0.378111137,2.897633359,0,0.384030902,0.187879686,0.005093756,0.011080743,0.002883874
Finland,2015,Female,25.5,5.15,0.017184063,83.85,0.001012377,0,0.184641676,2.535049297,0,0.043504157,0.309481699,6.03811784,0.100318315,0.148662128,0.003020344,0.011597708,0.078157398
Finland,2010,Male,26.4,19.5,0.02220538,76.68,0.00100404,0.00512856,0.743486277,1.716592265,0.000572014,0.0747157,0.258545013,2.023469149,0.463422675,0.187863852,0.0081113,0.021293905,0.207650244
Finland,2010,Female,25.5,6.01,0.0260567,83.04,0.001015255,0.002064566,0.253057154,2.557588308,0.000421216,0.04043999,0.260041037,4.321007303,0.134591571,0.145907917,0.004038021,0.015072982,0.072349755
Finland,2000,Male,26.1,18.02,0.064828953,74.13,0.001011251,0.008151074,0.937119705,1.887047804,0.001726427,0.048468123,0.141940122,0.965504209,0.570143625,0.187743808,0.005066743,0.03185035,0.281820814
Finland,2000,Female,25.3,5.4,0.06561732,80.91,7.74E-07,0.002028579,0.323064888,3.19744671,0.001264446,0.032240208,0.165509285,2.582231992,0.122309671,0.289181069,0.005061492,0.022187348,0.139179191
France,2019,Male,25.05333333,19.21,0.217418023,79.76,0.002811,0.276334402,6.415895742,14.53076538,0,0.942059443,4.20534037,16.30365815,2.570909697,5.47472095,0.063546529,0.363812309,2.463530483
France,2019,Female,25.05333333,5.83,0.217666309,85.09,0.001075353,0.085569074,2.545013238,21.82363386,0,0.923328219,3.364587089,36.85378368,0.617840336,5.43684836,0.090161156,0.287051365,0.875469517
France,2015,Male,25.9,19.83,0.232629782,78.99,0.00431831,0.325090414,7.40621899,32.86295645,0.213072139,3.685713025,14.54498478,0,2.512642826,5.411360512,0.043086397,0.324372892,0.094448469
France,2015,Female,24.2,6.03,0.241002197,84.72,7.09E-06,0.091470005,2.802078641,22.35228768,0.010721059,0.892995761,3.096450425,32.89980986,0.603737394,5.600481019,0.079886146,0.25644702,0.894226007
France,2010,Male,25.8,19.47,0.336489012,77.96,0.002141584,0.391470383,8.084659019,14.92421553,0.039976144,1.01811006,2.944722153,10.49563669,2.861534744,4.809100149,0.052122216,0.368680679,3.153228436
France,2010,Female,24.3,5.91,0.308023577,84.34,0.001138593,0.136950428,3.384618198,21.88943091,0.030302212,0.782885623,2.389382547,24.13730877,0.688647947,5.356446788,0.07505637,0.288911232,0.962771543
France,2000,Male,25.3,22.2,0.640318336,75.24,0.004233313,0.931515048,8.348697533,17.14284535,0.013056603,0.864885842,2.130319536,6.596381893,2.471821762,4.579615267,0.054037872,0.423372153,5.828962852
France,2000,Female,24.4,6.93,0.517351202,82.52,0.002171304,0.236254232,3.565571166,25.65300469,0.009700164,0.629724071,1.958902998,15.54948828,0.653609237,5.677607676,0.080259723,0.303309051,2.051037133
Gabon,2019,Male,25.05333333,12.24,1.114621292,63.59,0.0201371,0.475999997,0.157013433,0.499516576,0,0.027065916,0.02832253,0.055118977,0.016267908,0.426013404,0.002085397,0.281714231,0.389541962
Gabon,2019,Female,25.05333333,3.7,0.704328983,69.73,0.012606144,0.651989792,0.025616195,0.396820299,0,0.010041876,0.018871408,0.096383699,0.003060484,0.216654168,0.003109537,0.21272149,0.128812001
Gabon,2015,Male,23.9,14.35,0.798814817,62.11,0.019560055,0.509999999,0.158583299,0.546724095,0.021613801,0.026326731,0.048379213,0,0.016708658,0.409599023,0.002175655,0.299382574,0.005916704
Gabon,2015,Female,26.4,4.39,0.504770935,68.09,0.012213733,0.686999994,0.029182735,0.416776463,0,0.011710432,0.018081244,0.085388344,0.003562441,0.225441581,0.003522597,0.226805123,0.112921177
Gabon,2010,Male,23.7,15.29,0.787046085,60.12,0.01444026,0.559000002,0.134903754,0.471390712,0,0.024140713,0.023809093,0.042525274,0.014131419,0.360004957,0.002157389,0.305707169,0.28567807
Gabon,2010,Female,25.8,4.6,0.49733428,64.25,0.009124468,1.152000037,0.029121539,0.428383556,0,0.011090651,0.017166712,0.076194365,0.003470654,0.230126244,0.00397493,0.231547122,0.108345014
Gabon,2000,Male,22.9,16.31,0.563181467,56.15,0.016131277,0.669999995,0.126218423,0.50614341,0,0.019976879,0.023600264,0.041913424,0.013189624,0.353385975,0.003325407,0.293220325,0.173600048
Gabon,2000,Female,24.5,4.94,0.355874256,60.1,0.009960374,1.008999989,0.032866863,0.487651612,0,0.01032541,0.016486962,0.065644198,0.004010502,0.218801746,0.006278148,0.225087262,0.087399954
Gambia,2019,Male,25.05333333,1.09,0.314856009,63.42,0.030984319,0.646999999,0.077073907,0.391633784,0,0.030358486,0.018931857,0.037965703,0.009995171,0.132723575,0.002055794,0.374243906,0.509663949
